environment_pos,environment_neg,server_pos,server_neg,service_pos,service_neg,line_pos,line_neg,food_pos,food_neg,dessert_pos,dessert_neg,pricing_pos,pricing_neg,parking_pos,parking_neg,beverage_pos,beverage_neg
0.3449671646807464,0.1463178406208725,-0.45014706735468857,0.3382891464167552,1.2678811943791253,0.765077706168042,1.1211421931406944,1.2165308411819962,1.0896116413628774,1.210888905364141,0.9467674517348763,-7.09548791651727e-15,0.6762292550948982,-0.603882771179719,1.6753575670887475,0.32438956515454753,1.1914081875664377,1.644909652237779
0.47448782772613096,-0.017016951199643693,0.2316303045861055,0.37547186132995897,0.7840705099557947,1.2417448573628622,1.3943203861902291,1.5376796432948452,1.2501507864536983,-0.13671882355211223,1.1254284904963943,0.35175419743477865,0.49244840569602233,0.3340641104592639,1.3535070077114408,1.2472849828224857,0.8894983838901258,0.9798288134443396
0.27509958642435395,-0.26021890317095814,0.338681047819347,-0.7881966121307803,1.1806617434873732,0.8438460712051493,1.190937689731801,1.5355612953210251,0.9284896679896183,0.15593680343416555,1.573725263639378,2.6771141468686404,0.8813208479131768,0.037985960013550236,1.1344219261771433,1.1380552151129002,1.051099515738627,1.0288938345842944
0.03454351356975746,-0.689330253585961,0.5731727094177419,0.1294559971444985,1.1858245655917634,0.5213822084929516,1.7472927358180883,2.3261469084985795,1.2232583956150211,0.9979429825428427,0.14835948993674689,-1.0699875103228642,0.5987506135316734,-0.3545118129199767,1.4376009822460634,0.853230969858364,0.5063201713374371,0.310830864945872
0.09420235075884452,-0.4784662135768843,0.7235739384199801,-0.1697285532444774,1.1503943839191952,0.38707128517628614,1.8464615570405587,2.0218794491633867,1.0576646922763848,0.6219996591095721,-0.5945267597818208,-2.5737065235461904,0.62107121893494,0.04575848346114256,1.0724451747452879,0.8891770854702045,1.0697048375085236,0.7775491144100715
0.27903263118565635,-0.03055014713347337,0.8030417453337412,-0.17443159459118296,1.0675974069352299,0.7643297060367436,1.855139153289804,1.9981867198333267,0.8958855429821218,0.21790628255802238,1.0812797989024294,-1.1202172483527602,0.7211071786859067,0.5558302400879744,1.3304156033403938,0.6170745549224896,0.7040083248147254,0.9186992359246428
0.6593240431642421,-0.3802509388603093,0.7734265841791993,-0.26930933685450553,1.4833555918005015,1.0994956019942597,1.700570939169497,1.9260629175362582,1.0363438939814613,0.6183001796915076,-0.1076802928463219,0.37945523227512823,0.737168170062834,0.178694418547814,1.5122130902631739,0.14686720234950182,0.5335076315101954,1.1646314705052145
0.2723133578319168,-0.21408410178766726,0.5894588367543752,-0.010939865970447212,1.6436730959235704,0.4745103185330976,1.5892559049603108,2.187813476017727,0.6972386750435405,0.16960083199182194,0.8331144636627121,0.5564883307529301,0.5395148063063996,0.7551491493836401,1.4286431493283045,0.5350701836606676,1.081846675232957,0.7663761137340787
0.5861712112671088,-0.2313598736511089,0.7230535130595085,0.14667823218706633,1.5519630709837675,0.5262091332554026,1.5398126328876356,1.81712354874732,1.2760157153997689,0.464807316332584,0.2097130312456049,-0.5546172064424368,0.7921411493243521,0.44155572487779166,1.0470252004485434,0.30056184616346626,1.132310560167131,1.1914645504656556
0.47881163353049605,-0.2166925160377032,0.6505702693666164,-0.2836396084483931,1.4415098208065313,1.0416204992960074,1.6201073148682041,1.7766440729508068,1.0976889683621307,0.504273471152805,0.8447014947371729,-0.5242197085622827,0.8068263154190977,0.44542398104848513,1.4906171893487854,1.0341502661166533,0.6164148189800054,0.6114278264634943
0.24939510088377592,-0.23394075184732488,0.9446304532187026,0.08342388813106699,1.5620817368768574,0.7612727454760871,1.4023148775902554,1.703479223183526,1.1624088700431239,0.14447049735213535,0.6477341374938129,1.252212114996665,0.9190911566252,0.8501784767542577,1.596031274987701,0.9480208463403924,0.6763241700159661,0.9714451712533241
0.047799141912665585,-1.4374736660778664,0.2495593148171381,0.09674361035392606,2.2927667813699,1.205227306527535,1.021381509669884,1.3488763700203168,1.5484863447017925,0.6918166108192263,0.40565322340545523,0.7286055415784597,0.7954714304639844,0.40771432328810064,1.6124432234467718,1.5063020215315948,0.2362499102129924,0.4555873381347663
0.2812930478829284,-0.03504429196993065,1.153886188473858,-0.5636198325779206,1.6062527237900766,0.8320966712245237,1.2205856360686167,1.7087557192242988,1.5441192188006638,0.6638924902772454,1.203559803276668,2.431092978065578,0.46457796556683884,0.6115948022222396,1.3892346393043682,1.1857826416542985,1.4654244657468223,-0.7090211017635814
